Date,SeqNum,r1,r2,r3,r4,r5,r6,b,Revenue,1st,2nd
2008-9-2,2008103,1,12,16,18,22,33,4,"145,961,956",3,29
2008-9-4,2008104,3,6,8,17,24,31,1,"146,186,834",2,101
2008-9-7,2008105,5,17,19,27,28,32,2,"166,483,810",6,41
2008-9-9,2008106,14,19,25,27,29,30,15,"145,583,846",1,24
2008-9-11,2008107,6,13,18,22,27,32,4,"145,917,756",4,94
2008-9-14,2008108,9,10,15,17,23,30,12,"161,811,898",1,70
2008-9-16,2008109,4,7,9,16,21,28,10,"149,534,090",14,142
2008-9-18,2008110,10,16,22,23,29,31,2,"150,162,970",1,35
2008-9-21,2008111,17,18,21,25,31,32,6,"165,394,226",2,23
2008-9-23,2008112,5,13,14,19,22,23,6,"147,917,738",0,38
2008-9-25,2008113,6,9,10,12,17,22,9,"154,570,240",10,58
2008-9-28,2008114,4,9,20,24,25,31,14,"164,160,014",4,69
2008-9-30,2008115,2,12,13,14,17,18,6,"135,827,902",2,35
2008-10-2,2008116,3,7,21,22,24,29,14,"131,959,380",3,88
2008-10-5,2008117,3,5,7,10,14,33,7,"159,338,244",2,54
2008-10-7,2008118,4,9,16,27,31,33,1,"151,771,380",1,43
2008-10-9,2008119,5,7,9,15,24,29,7,"159,160,812",3,45
2008-10-12,2008120,10,11,22,24,26,33,2,"177,325,446",1,42
2008-10-14,2008121,2,22,23,27,31,32,6,"159,325,560",2,19
2008-10-16,2008122,2,8,11,14,19,26,15,"183,419,190",2,134
2008-10-19,2008123,10,11,15,16,25,29,2,"200,338,784",2,83
2008-10-21,2008124,1,7,10,13,21,22,3,"182,202,870",2,69
2008-10-23,2008125,10,11,12,15,26,29,9,"180,560,840",4,41
2008-10-26,2008126,4,11,12,14,20,30,13,"198,648,614",4,47
2008-10-28,2008127,5,8,19,22,27,30,13,"181,580,160",3,163
2008-10-30,2008128,1,5,19,20,27,33,5,"181,169,198",4,52
2008-11-2,2008129,1,3,18,24,25,32,15,"197,717,092",1,100
2008-11-4,2008130,1,12,18,28,30,32,6,"181,993,644",2,37
2008-11-6,2008131,2,12,15,18,22,32,8,"174,029,788",7,59
2008-11-9,2008132,9,13,16,25,27,33,8,"196,454,404",2,95
2008-11-11,2008133,8,11,16,19,24,26,11,"180,872,408",11,79
2008-11-13,2008134,10,15,19,20,28,32,2,"184,911,938",5,84
2008-11-16,2008135,5,14,15,16,19,21,15,"199,297,252",2,51
2008-11-18,2008136,5,9,10,12,18,28,2,"175,281,498",1,104
2008-11-20,2008137,1,4,24,28,29,33,9,"178,412,318",4,21
2008-11-23,2008138,7,14,19,23,25,32,4,"197,283,238",6,44
2008-11-25,2008139,8,9,19,23,25,26,7,"180,577,258",3,47
2008-11-27,2008140,7,14,16,29,30,31,14,"182,798,276",7,38
2008-11-30,2008141,3,13,20,25,29,33,15,"198,694,026",1,40
2008-12-2,2008142,5,6,10,13,17,28,15,"181,220,636",7,127
2008-12-4,2008143,12,17,18,19,26,27,6,"175,828,406",5,85
2008-12-7,2008144,2,5,10,27,29,33,15,"194,035,022",4,41
2008-12-9,2008145,7,13,18,22,26,29,2,"178,220,662",7,102
2008-12-11,2008146,7,8,17,19,31,32,10,"186,410,548",7,79
2008-12-14,2008147,7,8,14,22,26,33,2,"201,725,324",2,38
2008-12-16,2008148,3,5,9,22,26,28,9,"184,713,626",1,56
2008-12-18,2008149,10,14,22,28,29,33,2,"192,954,686",6,43
2008-12-21,2008150,4,19,22,24,29,32,2,"199,701,670",2,41
2008-12-23,2008151,6,8,10,14,17,19,6,"178,836,934",6,45
2008-12-25,2008152,1,4,6,22,26,30,8,"185,010,624",4,46
2008-12-28,2008153,1,4,18,21,24,30,16,"203,192,356",2,40
2008-12-30,2008154,2,5,7,21,22,26,8,"187,460,204",5,89
2009-1-1,2009001,4,21,23,24,30,31,4,"188,339,912",1,36
2009-1-4,2009002,10,14,17,25,29,33,14,"214,099,642",5,143
2009-1-6,2009003,2,3,6,15,25,30,2,"191,963,484",1,45
2009-1-8,2009004,3,11,13,17,28,31,3,"196,964,008",8,84
2009-1-11,2009005,1,3,8,15,17,21,13,"213,622,966",8,76
2009-1-13,2009006,6,12,18,20,26,33,2,"184,731,320",2,80
2009-1-15,2009007,1,5,12,23,25,26,15,"185,060,730",7,42
2009-1-18,2009008,4,15,16,22,32,33,2,"207,103,370",4,99
2009-1-20,2009009,8,15,21,30,31,33,2,"181,279,024",2,35
2009-1-22,2009010,3,10,17,19,20,24,2,"189,703,670",0,100
2009-2-1,2009011,2,4,13,14,18,23,15,"189,123,128",2,55
2009-2-3,2009012,5,11,14,17,18,28,1,"175,832,284",4,80
2009-2-5,2009013,4,8,9,21,26,27,9,"182,623,460",4,118
2009-2-8,2009014,3,6,9,14,15,18,2,"209,566,064",4,70
2009-2-10,2009015,2,4,6,15,17,32,5,"185,426,162",1,37
2009-2-12,2009016,2,7,13,16,20,33,3,"193,953,514",8,85
2009-2-15,2009017,6,14,15,19,25,26,8,"214,067,758",5,70
2009-2-17,2009018,2,5,6,19,27,30,15,"194,471,112",4,78
2009-2-19,2009019,6,17,19,20,26,27,4,"193,303,346",0,76
2009-2-22,2009020,3,5,7,10,19,23,13,"231,854,880",4,65
2009-2-24,2009021,1,4,5,17,24,27,9,"207,029,170",3,52
2009-2-26,2009022,5,8,9,10,11,18,8,"212,225,776",5,69
2009-3-1,2009023,1,6,7,15,24,30,8,"229,895,788",3,67
2009-3-3,2009024,1,3,17,23,30,33,12,"208,357,346",3,51
2009-3-5,2009025,10,20,22,23,26,33,11,"208,731,366",3,23
2009-3-8,2009026,11,15,17,18,20,30,16,"232,338,570",6,73
2009-3-10,2009027,2,7,11,16,27,32,6,"210,676,594",19,153
2009-3-12,2009028,3,6,12,15,23,26,10,"212,975,332",41,258
2009-3-15,2009029,12,13,15,22,23,29,13,"243,921,424",3,65
2009-3-17,2009030,8,14,24,26,28,32,7,"218,775,106",8,56
2009-3-19,2009031,1,2,3,15,30,33,1,"220,305,014",6,66
2009-3-22,2009032,9,11,12,19,27,32,6,"231,465,250",3,102
2009-3-24,2009033,7,8,13,14,29,30,6,"212,148,538",6,125
2009-3-26,2009034,9,12,18,21,22,26,7,"214,772,934",5,107
2009-3-29,2009035,6,15,21,26,29,31,5,"236,221,934",6,87
2009-3-31,2009036,6,9,18,23,32,33,7,"215,060,184",7,69
2009-4-2,2009037,2,6,15,18,20,31,3,"213,602,348",1,59
2009-4-5,2009038,12,13,15,23,28,32,5,"229,578,934",20,52
2009-4-7,2009039,5,12,14,15,21,27,3,"207,130,808",3,81
2009-4-9,2009040,4,7,10,20,26,30,12,"212,931,272",21,246
2009-4-12,2009041,1,8,23,26,28,33,8,"229,731,450",9,45
2009-4-14,2009042,8,16,22,23,27,30,11,"207,877,744",2,79
2009-4-16,2009043,4,9,10,15,18,26,7,"211,334,106",5,110
2009-4-19,2009044,11,14,16,18,26,30,1,"229,851,250",2,50
2009-4-21,2009045,3,4,6,23,30,32,1,"210,992,934",0,39
2009-4-23,2009046,16,20,21,26,29,30,9,"212,241,096",3,37
2009-4-26,2009047,6,8,11,15,21,22,16,"236,616,310",5,99
2009-4-28,2009048,3,7,11,15,17,31,1,"210,372,082",4,85
2009-4-30,2009049,9,12,14,20,30,31,6,"204,405,802",3,45
2009-5-3,2009050,13,21,24,29,30,32,4,"223,078,776",3,35
2009-5-5,2009051,6,10,13,16,21,23,7,"211,832,930",5,69
2009-5-7,2009052,9,11,15,19,21,30,8,"215,699,408",9,66
2009-5-10,2009053,7,12,18,19,22,28,4,"231,922,796",4,239
2009-5-12,2009054,16,17,23,26,31,32,11,"212,918,588",6,73
2009-5-14,2009055,3,4,18,22,24,29,11,"213,511,884",3,69
2009-5-17,2009056,4,9,10,18,29,32,8,"232,354,314",5,66
2009-5-19,2009057,5,7,10,14,17,25,11,"209,587,496",6,180
2009-5-21,2009058,5,8,10,15,23,26,9,"211,477,696",13,150
2009-5-24,2009059,3,7,13,23,27,30,11,"236,158,050",2,184
2009-5-26,2009060,7,13,17,26,32,33,4,"214,031,372",2,40
2009-5-28,2009061,10,11,13,16,19,30,3,"202,235,730",1,32
2009-5-31,2009062,10,19,20,21,23,32,10,"239,346,092",7,120
2009-6-2,2009063,2,5,11,26,30,32,16,"210,071,776",0,47
2009-6-4,2009064,1,2,14,23,28,29,15,"226,247,318",4,66
2009-6-7,2009065,8,12,20,22,30,33,2,"242,812,406",5,63
2009-6-9,2009066,2,15,19,24,31,32,4,"218,893,000",9,34
2009-6-11,2009067,4,10,16,23,28,30,5,"219,034,212",12,168
2009-6-14,2009068,6,11,18,20,25,30,5,"241,709,362",10,213
2009-6-16,2009069,3,5,12,18,21,23,2,"218,479,274",7,157
2009-6-18,2009070,1,2,9,10,21,31,10,"219,945,468",4,42
2009-6-21,2009071,4,5,23,26,31,32,6,"231,131,078",5,40
2009-6-23,2009072,1,3,12,20,21,29,4,"211,601,456",7,40
2009-6-25,2009073,9,16,17,18,22,27,14,"208,376,662",16,103
2009-6-28,2009074,5,10,16,19,23,28,13,"223,339,000",28,296
2009-6-30,2009075,1,13,15,17,20,30,5,"198,114,500",1,53
2009-7-2,2009076,9,18,19,25,28,31,6,"202,715,574",29,98
2009-7-5,2009077,1,9,14,16,28,32,16,"216,463,266",4,75
2009-7-7,2009078,5,7,12,14,15,20,13,"196,218,272",2,88
2009-7-9,2009079,2,9,16,21,30,31,13,"200,470,322",1,122
2009-7-12,2009080,1,11,13,25,32,33,6,"220,533,638",4,48
2009-7-14,2009081,4,5,6,25,29,30,3,"198,933,210",1,56
2009-7-16,2009082,11,15,18,21,27,29,2,"200,877,058",2,52
2009-7-19,2009083,2,8,12,18,24,28,4,"219,733,470",11,361
2009-7-21,2009084,4,9,11,20,32,33,13,"198,945,272",2,53
2009-7-23,2009085,4,8,12,17,20,30,3,"201,602,548",8,93
2009-7-26,2009086,11,12,13,18,23,32,11,"222,559,596",3,47
2009-7-28,2009087,6,11,13,20,28,32,6,"201,493,798",2,40
2009-7-30,2009088,4,7,11,15,16,17,2,"204,688,536",0,78
2009-8-2,2009089,2,3,7,11,19,32,4,"230,854,186",2,58
2009-8-4,2009090,7,9,14,20,23,30,14,"206,728,590",3,137
2009-8-6,2009091,3,8,11,14,25,29,4,"211,875,120",4,168
2009-8-9,2009092,2,6,7,14,18,31,8,"233,413,914",6,66
2009-8-11,2009093,1,11,20,31,32,33,1,"209,331,254",21,198
2009-8-13,2009094,3,16,22,25,26,33,14,"207,069,924",3,90
2009-8-16,2009095,8,9,14,28,31,33,15,"226,862,140",0,39
2009-8-18,2009096,1,26,27,31,32,33,3,"209,639,476",2,93
2009-8-20,2009097,7,13,24,26,28,32,14,"209,714,238",4,50
2009-8-23,2009098,3,14,15,20,23,30,2,"234,823,318",11,265
2009-8-25,2009099,8,9,18,20,25,29,9,"215,841,514",18,243
2009-8-27,2009100,2,11,17,27,30,33,11,"213,445,814",7,75
2009-8-30,2009101,1,2,5,10,19,24,14,"235,272,092",0,112
2009-9-1,2009102,3,5,7,8,14,31,10,"211,207,990",7,63
2009-9-3,2009103,6,11,17,20,23,24,9,"215,101,390",10,53
2009-9-6,2009104,20,22,26,29,30,32,16,"233,718,766",5,39
2009-9-8,2009105,2,8,10,16,27,30,15,"208,614,594",2,103
2009-9-10,2009106,1,2,15,18,20,29,4,"218,443,162",4,48
2009-9-13,2009107,7,8,20,23,28,29,5,"239,917,960",4,70
2009-9-15,2009108,4,10,17,28,32,33,2,"215,736,244",5,78
2009-9-17,2009109,5,6,7,14,25,28,1,"220,168,836",0,78
2009-9-20,2009110,4,10,13,15,19,30,14,"245,158,100",2,105
2009-9-22,2009111,2,4,7,14,15,25,15,"224,881,094",3,48
2009-9-24,2009112,6,7,18,24,30,32,9,"227,610,064",6,55
2009-9-27,2009113,4,12,20,25,28,29,16,"250,863,766",8,126
2009-9-29,2009114,3,5,11,12,31,32,11,"222,577,144",9,182
2009-10-1,2009115,2,9,13,15,19,24,3,"198,302,256",1,61
2009-10-4,2009116,5,17,21,25,27,32,14,"221,054,568",7,53
2009-10-6,2009117,5,9,15,21,26,31,13,"202,883,414",8,147
2009-10-8,2009118,12,16,25,26,27,31,5,"215,790,310",93,43
2009-10-11,2009119,6,7,10,12,15,21,5,"232,178,172",1,55
2009-10-13,2009120,1,2,8,12,16,30,16,"222,194,270",2,60
2009-10-15,2009121,2,4,6,10,25,30,9,"239,496,416",8,72
2009-10-18,2009122,7,14,16,27,29,32,1,"266,208,716",5,154
2009-10-20,2009123,9,13,20,22,25,28,14,"237,742,194",3,83
2009-10-22,2009124,3,4,22,23,28,30,10,"249,561,480",9,65
2009-10-25,2009125,6,7,8,22,26,27,12,"262,970,658",8,93
2009-10-27,2009126,3,5,6,10,19,23,15,"235,506,694",6,101
2009-10-29,2009127,2,11,12,14,15,16,4,"243,177,980",14,98
2009-11-1,2009128,5,8,15,16,26,32,1,"261,066,840",2,162
2009-11-3,2009129,6,7,16,17,24,25,7,"231,824,092",20,169
2009-11-5,2009130,2,3,7,12,13,30,11,"235,462,772",3,80
2009-11-8,2009131,16,23,25,26,32,33,5,"265,379,234",2,44
2009-11-10,2009132,4,14,15,21,23,30,7,"227,359,216",13,130
2009-11-12,2009133,5,9,13,18,20,32,1,"219,891,024",5,200
2009-11-15,2009134,3,5,12,15,28,33,6,"246,133,544",10,65
2009-11-17,2009135,1,3,14,19,30,33,16,"218,222,340",9,129
2009-11-19,2009136,1,4,14,22,30,33,1,"222,662,662",2,44
2009-11-22,2009137,8,12,14,15,17,21,1,"250,971,196",2,42
2009-11-24,2009138,4,7,14,26,32,33,14,"229,193,984",7,46
2009-11-26,2009139,1,5,15,17,27,29,2,"235,679,662",2,77
2009-11-29,2009140,4,5,11,18,22,33,12,"257,453,092",1,71
2009-12-1,2009141,2,13,21,28,29,31,9,"237,668,962",15,77
2009-12-3,2009142,7,11,15,19,20,24,13,"240,043,572",10,142
2009-12-6,2009143,5,9,11,17,23,28,10,"266,083,890",22,214
2009-12-8,2009144,1,5,10,17,18,29,12,"234,614,110",5,87
2009-12-10,2009145,3,5,11,15,26,33,11,"238,886,876",12,133
2009-12-13,2009146,3,9,16,20,22,33,15,"265,187,498",7,89
2009-12-15,2009147,6,8,10,18,22,32,16,"229,746,022",3,126
2009-12-17,2009148,6,12,15,22,29,32,10,"234,965,094",3,117
2009-12-20,2009149,1,3,16,18,22,29,4,"260,445,758",5,64
2009-12-22,2009150,4,6,7,16,19,20,4,"240,949,072",2,68
2009-12-24,2009151,6,8,10,16,25,30,14,"242,662,946",5,212
2009-12-27,2009152,3,4,19,21,27,28,5,"262,814,730",6,96
2009-12-29,2009153,6,7,8,20,21,25,10,"238,623,826",9,277
2009-12-31,2009154,1,7,12,14,18,25,16,"250,550,710",4,91
2010-1-3,2010001,7,17,18,27,29,32,13,"260,561,792",7,95
2010-1-5,2010002,3,6,7,23,30,33,13,"230,644,990",2,47
2010-1-7,2010003,14,22,26,27,28,31,4,"236,297,494",3,66
2010-1-10,2010004,1,12,13,16,23,28,7,"262,213,890",4,53
2010-1-12,2010005,3,5,6,8,17,18,14,"239,722,776",7,105
2010-1-14,2010006,3,5,7,13,14,18,5,"245,619,296",10,94
2010-1-17,2010007,14,22,27,28,30,33,14,"273,993,220",3,111
2010-1-19,2010008,5,7,13,15,18,30,14,"244,041,538",3,61
2010-1-21,2010009,1,9,13,21,24,32,6,"243,000,026",10,109
2010-1-24,2010010,7,8,12,15,22,26,8,"268,314,736",19,119
2010-1-26,2010011,7,8,14,22,24,30,7,"241,790,928",2,53
2010-1-28,2010012,2,8,13,14,25,33,10,"242,397,004",11,129
2010-1-31,2010013,1,2,3,16,18,23,12,"263,984,534",25,171
2010-2-2,2010014,1,3,7,14,26,28,2,"225,210,868",3,86
2010-2-4,2010015,1,4,16,21,23,28,6,"228,269,280",0,77
2010-2-7,2010016,2,8,10,12,30,33,16,"254,137,478",8,83
2010-2-9,2010017,1,3,6,11,12,23,11,"221,450,104",9,52
2010-2-11,2010018,11,28,29,30,32,33,2,"229,188,092",3,88
2010-2-21,2010019,2,10,22,24,26,27,6,"234,815,252",2,68
2010-2-23,2010020,5,6,14,22,24,26,9,"215,066,270",20,40
2010-2-25,2010021,2,9,16,17,19,25,4,"217,152,080",5,81
2010-2-28,2010022,1,2,18,29,31,32,2,"245,991,044",4,76
2010-3-2,2010023,2,9,11,22,24,27,11,"220,109,148",7,67
2010-3-4,2010024,7,16,26,27,29,31,14,"224,928,938",4,58
2010-3-7,2010025,4,5,7,10,13,25,11,"248,648,212",7,107
2010-3-9,2010026,2,4,5,8,19,22,12,"220,382,336",3,65
2010-3-11,2010027,3,4,15,25,26,30,13,"234,693,930",7,141
2010-3-14,2010028,1,3,6,12,16,32,12,"256,691,698",2,149
2010-3-16,2010029,1,5,14,16,17,22,3,"236,373,590",8,57
2010-3-18,2010030,3,6,10,16,25,31,5,"239,533,728",4,114
2010-3-21,2010031,5,7,13,24,25,28,4,"267,151,062",12,202
2010-3-23,2010032,8,18,21,28,29,33,8,"236,489,598",35,193
2010-3-25,2010033,8,10,11,12,25,29,9,"224,347,302",14,85
2010-3-28,2010034,6,11,13,22,25,32,12,"252,670,562",3,106
2010-3-30,2010035,9,10,11,18,19,21,10,"228,911,294",10,78
2010-4-1,2010036,6,13,14,28,29,30,8,"229,557,916",10,157
2010-4-4,2010037,3,16,19,21,24,26,6,"247,240,280",1,35
2010-4-6,2010038,1,6,7,11,13,16,1,"226,161,590",9,47
2010-4-8,2010039,8,17,21,23,25,32,12,"226,833,664",1,49
2010-4-11,2010040,12,19,24,25,30,32,11,"257,165,686",5,73
2010-4-13,2010041,3,5,13,19,25,29,12,"232,591,320",6,170
2010-4-15,2010042,3,6,11,20,31,32,10,"231,323,160",7,92
2010-4-18,2010043,4,10,19,22,28,33,4,"265,889,144",4,139
2010-4-20,2010044,3,9,21,23,27,31,5,"237,978,418",15,125
2010-4-22,2010045,2,3,4,13,20,29,1,"235,205,392",11,130
2010-4-25,2010046,11,12,21,23,27,32,5,"257,876,882",2,66
2010-4-27,2010047,3,10,13,20,21,32,15,"230,736,816",4,83
2010-4-29,2010048,1,6,8,10,23,33,2,"227,901,710",3,100
2010-5-2,2010049,1,6,10,26,27,28,2,"238,207,928",2,54
2010-5-4,2010050,7,21,22,26,28,30,11,"217,484,954",2,61
2010-5-6,2010051,4,17,23,27,28,32,3,"229,638,378",9,42
2010-5-9,2010052,1,2,19,23,27,29,10,"254,114,154",4,39
2010-5-11,2010053,3,22,24,27,28,30,14,"233,188,676",3,48
2010-5-13,2010054,1,6,8,12,14,25,6,"240,532,550",6,76
2010-5-16,2010055,2,3,13,19,20,23,8,"265,950,816",10,92
2010-5-18,2010056,1,2,3,8,13,32,7,"243,521,976",5,28
2010-5-20,2010057,5,11,12,19,25,32,5,"241,998,022",18,286
2010-5-23,2010058,1,4,11,17,19,29,12,"258,079,782",3,68
2010-5-25,2010059,1,9,11,12,18,30,10,"232,718,404",3,51
2010-5-27,2010060,1,8,15,18,22,27,9,"239,669,684",5,77
2010-5-30,2010061,2,4,16,19,22,26,12,"261,848,018",4,55
2010-6-1,2010062,11,13,15,20,31,33,3,"235,535,320",1,42
2010-6-3,2010063,2,6,10,17,23,24,3,"236,083,458",6,110
2010-6-6,2010064,8,14,25,26,30,31,11,"259,371,022",8,73
2010-6-8,2010065,2,7,8,17,30,32,12,"234,372,332",4,59
2010-6-10,2010066,1,3,21,22,31,32,7,"237,425,002",2,100
2010-6-13,2010067,1,7,10,14,21,25,1,"258,825,118",2,109
2010-6-15,2010068,3,13,18,20,23,28,13,"215,863,382",13,176
2010-6-17,2010069,12,14,20,22,24,32,11,"225,582,108",2,90
2010-6-20,2010070,8,13,23,27,31,33,7,"254,342,696",6,117
2010-6-22,2010071,5,13,14,17,20,26,1,"232,948,886",3,96
2010-6-24,2010072,6,8,22,23,30,31,1,"235,231,488",3,187
2010-6-27,2010073,1,16,20,23,27,31,2,"263,364,832",3,29
2010-6-29,2010074,2,10,17,18,19,29,15,"236,056,644",9,177
2010-7-1,2010075,5,9,12,13,15,22,14,"229,619,238",5,107
2010-7-4,2010076,1,12,14,29,31,32,15,"249,655,268",2,63
2010-7-6,2010077,2,8,14,20,21,24,9,"233,330,914",3,48
2010-7-8,2010078,1,3,9,11,17,23,12,"240,635,560",6,119
2010-7-11,2010079,8,11,12,14,18,22,2,"269,970,928",4,112
2010-7-13,2010080,8,10,13,14,16,23,16,"241,525,992",3,71
2010-7-15,2010081,2,3,9,24,26,27,5,"242,647,146",3,68
2010-7-18,2010082,1,8,13,14,27,31,2,"266,766,152",7,226
2010-7-20,2010083,2,20,21,22,23,31,12,"239,182,242",3,41
2010-7-22,2010084,2,10,14,18,20,30,3,"243,838,210",5,57
2010-7-25,2010085,1,8,12,13,24,27,8,"275,602,494",25,518
2010-7-27,2010086,5,21,28,29,30,31,8,"243,138,962",1,42
2010-7-29,2010087,1,8,16,17,25,30,10,"235,879,868",9,107
2010-8-1,2010088,5,6,15,23,27,30,12,"264,168,238",14,100
2010-8-3,2010089,7,8,9,16,23,26,1,"239,719,796",8,110
2010-8-5,2010090,1,6,10,15,25,31,14,"232,731,512",3,198
2010-8-8,2010091,6,13,16,20,22,24,16,"266,211,592",10,77
2010-8-10,2010092,3,13,19,27,28,30,2,"235,395,046",55,161
2010-8-12,2010093,9,10,19,28,32,33,6,"214,376,608",11,115
2010-8-15,2010094,3,5,7,27,31,32,10,"250,015,372",10,63
2010-8-17,2010095,9,11,16,17,25,27,14,"226,093,634",4,65
2010-8-19,2010096,7,12,21,23,24,28,3,"235,984,000",16,97
2010-8-22,2010097,10,16,18,21,24,26,1,"263,433,286",1,61
2010-8-24,2010098,1,3,8,16,29,33,7,"235,404,960",6,63
2010-8-26,2010099,3,4,17,24,27,30,6,"240,688,192",2,220
2010-8-29,2010100,1,6,12,22,23,26,8,"271,091,664",13,110
2010-8-31,2010101,4,9,18,21,25,26,6,"245,688,390",5,93
2010-9-2,2010102,4,11,16,20,22,29,10,"243,505,778",4,61
2010-9-5,2010103,6,9,14,17,20,33,9,"278,768,450",7,81
2010-9-7,2010104,7,17,23,24,27,32,2,"248,944,388",11,90
2010-9-9,2010105,1,8,9,19,21,31,11,"244,881,210",24,199
2010-9-12,2010106,2,6,8,15,26,29,16,"263,785,876",5,141
2010-9-14,2010107,8,12,15,17,22,33,16,"237,514,142",1,39
2010-9-16,2010108,2,4,8,20,23,24,7,"240,681,452",2,36
2010-9-19,2010109,4,15,18,25,29,32,15,"270,100,048",10,80
2010-9-21,2010110,1,3,12,24,26,27,1,"230,609,584",13,74
2010-9-23,2010111,4,7,8,13,17,18,10,"223,004,690",0,58
2010-9-26,2010112,1,8,18,24,29,30,16,"276,435,492",1,124
2010-9-28,2010113,5,10,15,18,20,28,10,"245,484,314",3,256
2010-9-30,2010114,1,8,11,15,17,25,1,"249,642,432",6,63
2010-10-3,2010115,1,22,24,25,29,33,15,"254,889,502",0,55
2010-10-5,2010116,5,9,10,20,22,26,7,"236,885,436",54,113
2010-10-7,2010117,1,8,20,22,24,28,1,"232,007,386",9,92
2010-10-10,2010118,5,8,11,13,15,25,5,"278,863,970",14,126
2010-10-12,2010119,7,17,25,27,30,31,9,"260,972,766",19,165
2010-10-14,2010120,1,2,5,6,10,29,16,"260,841,502",3,41
2010-10-17,2010121,8,11,13,18,25,30,15,"288,389,490",2,116
2010-10-19,2010122,2,9,12,16,25,27,6,"270,548,316",4,113
2010-10-21,2010123,6,12,15,18,29,32,10,"278,792,718",13,109
2010-10-24,2010124,2,6,8,11,12,25,2,"303,307,488",12,192
2010-10-26,2010125,6,7,13,23,28,29,9,"266,084,300",5,146
2010-10-28,2010126,3,13,18,20,27,28,5,"272,220,524",7,108
2010-10-31,2010127,1,4,8,17,25,33,1,"308,473,622",58,385
2010-11-2,2010128,4,11,19,20,24,28,12,"264,631,266",19,132
2010-11-4,2010129,4,8,14,25,28,32,16,"263,068,470",0,100
2010-11-7,2010130,1,2,7,15,21,31,16,"301,606,730",1,97
2010-11-9,2010131,5,6,15,16,19,26,6,"275,057,550",12,185
2010-11-11,2010132,2,10,12,18,24,33,15,"277,931,070",5,75
2010-11-14,2010133,3,9,17,21,26,32,1,"302,743,538",9,320
2010-11-16,2010134,9,15,16,22,27,28,6,"274,898,772",6,105
2010-11-18,2010135,4,10,13,25,26,30,10,"279,317,018",23,221
2010-11-21,2010136,4,10,23,24,26,33,10,"305,525,370",1,62
2010-11-23,2010137,7,9,10,13,19,33,6,"275,941,138",2,89
2010-11-25,2010138,1,21,23,24,26,30,5,"280,036,566",0,34
2010-11-28,2010139,11,13,18,20,26,31,9,"319,407,618",4,121
2010-11-30,2010140,1,12,13,18,26,29,15,"296,121,968",4,51
2010-12-2,2010141,2,3,7,18,23,27,6,"297,319,014",6,177
2010-12-5,2010142,2,16,18,23,26,27,10,"330,364,770",4,78
2010-12-7,2010143,9,16,18,26,30,31,14,"298,251,128",3,54
2010-12-9,2010144,2,3,8,15,19,21,11,"301,323,048",4,77
2010-12-12,2010145,3,21,24,27,28,31,8,"326,191,770",2,71
2010-12-14,2010146,1,17,18,22,25,32,1,"300,076,660",5,174
2010-12-16,2010147,2,8,15,18,24,30,3,"295,337,382",15,342
2010-12-19,2010148,1,3,7,18,23,27,12,"338,741,658",36,1162
2010-12-21,2010149,2,7,8,16,25,30,9,"300,479,738",25,210
2010-12-23,2010150,2,17,18,23,29,30,6,"287,200,078",12,104
2010-12-26,2010151,2,13,14,17,19,26,14,"315,507,700",6,99
2010-12-28,2010152,4,9,17,21,25,31,1,"283,747,722",11,244
2010-12-30,2010153,3,6,12,19,30,31,13,"287,732,956",15,124
2011-1-2,2011001,3,9,20,24,26,32,10,"290,720,992",9,76
2011-1-4,2011002,6,8,12,17,28,33,5,"270,533,954",7,102
2011-1-6,2011003,13,14,21,22,23,27,4,"272,943,652",14,50
2011-1-9,2011004,4,6,8,10,13,26,5,"283,728,968",2,119
2011-1-11,2011005,6,9,12,14,20,22,13,"258,389,670",1,109
2011-1-13,2011006,1,3,5,13,16,18,5,"265,273,552",2,95
2011-1-16,2011007,1,9,17,24,26,31,5,"292,948,810",6,96
2011-1-18,2011008,10,12,13,17,24,31,15,"259,069,374",3,50
2011-1-20,2011009,17,18,23,24,25,26,4,"264,626,108",3,90
2011-1-23,2011010,1,4,5,9,15,19,13,"286,472,328",9,118
2011-1-25,2011011,1,12,18,19,21,24,10,"255,418,250",10,73
2011-1-27,2011012,7,8,11,13,15,26,13,"260,393,668",4,124
2011-1-30,2011013,1,3,13,16,21,22,8,"288,823,754",8,41
2011-2-1,2011014,5,7,10,11,23,26,16,"264,496,608",7,156
2011-2-10,2011015,3,6,13,26,27,29,7,"254,777,566",9,110
2011-2-13,2011016,3,4,16,17,22,29,13,"282,026,694",5,107
2011-2-15,2011017,2,6,15,23,26,33,8,"258,279,824",2,141
2011-2-17,2011018,13,15,18,28,30,33,1,"273,159,286",7,98
2011-2-20,2011019,2,4,12,19,32,33,16,"309,122,016",3,51
2011-2-22,2011020,12,16,17,19,24,30,5,"278,341,148",5,51
2011-2-24,2011021,1,2,14,18,25,31,8,"287,463,484",9,226
2011-2-27,2011022,2,7,14,16,17,21,5,"317,202,954",9,51
2011-3-1,2011023,2,3,6,21,22,25,5,"280,592,202",3,71
2011-3-3,2011024,5,7,10,19,26,31,14,"293,532,026",8,194
2011-3-6,2011025,8,25,26,31,32,33,9,"335,345,846",4,80
2011-3-8,2011026,7,8,17,19,21,26,12,"301,792,690",10,296
2011-3-10,2011027,13,18,21,22,25,26,1,"304,417,422",5,105
2011-3-13,2011028,1,4,5,14,16,17,1,"341,754,088",6,148
